income,loan_amount,interest_rate,previous_loan_status,debt_to_income_ratio,credit_score,employment_type,co_applicant,institution_ranking,loan_status
973290,894092,12.18331175372004,1,0.9186285690801302,456,0,1,2,0
1413475,1017290,7.473403158190833,0,0.7197085197828048,634,0,1,1,0
1573343,1493717,11.406151835488874,0,0.9493905651850868,559,2,1,1,0
1199238,265048,11.666004790466193,1,0.22101367701823993,381,3,1,5,0
1061882,810581,6.626997438085659,1,0.7633437613595484,740,0,1,3,0
579989,966838,10.650853124527563,1,1.6669936843629793,471,0,0,4,0
615515,699438,12.716269109786076,0,1.1363459866940693,530,2,1,2,0
243585,1255663,9.98895664535942,0,5.154927438060636,374,2,1,5,0
1619945,83320,5.121031167761075,0,0.05143384497621833,569,0,0,2,0
264044,377025,5.090384690792922,0,1.4278870188301949,361,1,0,1,0
1160061,665115,8.570293439700123,0,0.5733448499690964,619,0,1,4,0
642296,414359,14.26194068431782,1,0.6451215638895462,401,1,0,2,0
309556,993793,7.286767796036088,1,3.2103819664293374,728,2,0,5,0
1775557,1358507,11.343636888716873,1,0.7651159607942747,554,1,0,4,0
967595,993187,7.220758706933205,0,1.026449082519029,831,3,0,3,0
400235,456845,8.216699896595486,0,1.1414419028820568,869,2,0,5,0
225939,150734,13.48042089601484,0,0.6671446717919438,411,0,0,2,0
1401482,207702,12.28861442269947,1,0.1482016893545547,612,0,1,4,0
742335,804122,5.953992773132106,0,1.0832333111061718,760,2,1,5,0
1536825,1275811,9.287020209864336,0,0.8301602329477982,761,2,0,4,0
275766,1197087,5.2916976364526445,1,4.3409521115728555,391,3,0,4,0
608923,1033939,9.80890146603009,0,1.697979875944906,351,2,1,4,0
1663768,1372373,11.62434011701068,1,0.824858393718355,819,0,0,2,0
768550,656229,6.185026235981516,0,0.8538533602237981,397,3,1,5,0
587261,779497,7.888849389091657,0,1.32734337883837,535,0,0,1,0
1010208,148818,8.97836625502157,1,0.14731421647819062,673,1,1,1,0
885440,1023950,14.195310246560497,1,1.156430701120347,880,2,1,2,0
1901240,202360,14.93255015422964,1,0.10643579979381877,856,1,0,2,0
1184346,669369,5.449112989956158,1,0.5651802767096777,533,0,0,4,0
1703165,611165,12.61007923495392,1,0.3588407464925594,331,1,0,5,0
337848,423706,8.717240664023432,1,1.2541320357083658,588,1,0,5,0
817075,982817,8.9245818622948,0,1.2028479637732155,878,0,1,3,0
327948,1310533,12.542649733470228,0,3.996160976740215,841,0,0,3,0
1827880,122715,14.184264321454087,1,0.0671351511040112,413,2,1,1,0
602690,191398,14.509285945025484,0,0.31757288158091224,503,1,0,3,0
699046,1231208,10.771225860383208,1,1.761268929369455,328,3,1,3,0
651269,915580,8.571211593005028,0,1.4058399831713162,773,3,0,1,0
221959,133186,12.875490858587792,1,0.6000477565676544,552,0,0,1,0
1909466,1249670,7.510013832623002,0,0.6544604617207115,685,0,1,3,0
1998792,644604,10.640740288335177,0,0.3224967880599882,361,1,0,5,0
428576,1126956,8.58578461524873,0,2.629535951616516,814,0,0,3,0
1215602,684486,11.566310737078762,0,0.5630839699177856,729,3,0,4,0
1786409,314500,7.403989128935069,0,0.17605150892096938,879,2,0,4,0
1114091,120326,6.915929457348257,1,0.10800374475693637,836,2,0,4,1
365838,928879,14.182390866754371,1,2.5390446044424033,440,1,1,2,0
1584250,689282,6.018036829495369,1,0.4350841091999369,599,2,0,4,0
261087,270971,10.059579077349316,0,1.0378571127631786,610,0,1,5,0
1213343,856481,7.208527829630089,1,0.7058853102543963,770,0,0,2,0
1841704,1267060,5.389299633256675,0,0.6879824336592634,692,0,0,2,0
318451,1081519,5.360188182914264,0,3.3961865404724745,744,0,1,4,0
1696176,839352,6.7522177210582734,0,0.4948495910801709,471,1,1,3,0
639792,534410,13.667703545060002,1,0.8352870933053242,875,2,1,1,0
239353,1440281,7.824787439770267,0,6.017392721210931,330,3,1,3,0
393075,275314,14.504591705752958,1,0.7004108630668447,346,2,1,3,0
1462859,566998,10.816222929891936,1,0.38759579699752333,429,0,0,2,0
1563453,997531,9.366141897687662,0,0.6380306923201401,651,3,1,2,0
265318,515757,10.800888346694546,0,1.9439201260374344,880,1,1,2,0
965313,1473060,10.166983852262678,1,1.525992087540518,357,0,0,5,0
1731266,558062,12.587762537573251,1,0.32234330253121124,405,0,0,5,0
616880,182028,7.824960659728522,1,0.29507845934379456,629,3,1,1,0
791460,281447,8.530503916003024,1,0.3556048315770854,682,1,1,2,0
940976,910563,13.940943025332507,1,0.9676793031915798,461,3,1,4,0
981239,1045843,14.464565131504054,1,1.0658392094076978,585,1,0,2,0
1341840,676045,13.925582274864745,0,0.5038193823406666,370,0,1,5,0
970746,351207,9.194479939573135,1,0.36179082890890096,753,2,0,2,0
1013168,1474945,12.803655030068818,1,1.455775350188715,866,0,0,5,0
425281,1477120,9.763357333010987,1,3.4732800195635356,696,2,0,2,0
1220545,1441538,9.975398521461022,1,1.1810609195072692,814,2,0,4,0
1885723,316847,7.046801090572839,0,0.16802414776719593,325,1,1,1,0
1098613,770488,10.911303032585165,0,0.7013279471479038,612,3,0,4,0
1642646,646387,6.861358977533479,1,0.39350353027980467,425,1,0,5,0
1600804,469065,8.315646990671937,1,0.29301838326241064,707,0,1,3,1
1680415,737220,13.550302016199351,1,0.4387130560010474,864,3,0,4,1
469536,81585,7.070758092108552,0,0.17375664485790226,497,2,1,2,0
517824,1045043,5.711582851734328,0,2.0181432301322455,487,2,0,1,0
1506002,339102,5.690075926128163,0,0.22516703165068838,783,0,1,2,0
377789,1386737,14.407845205031078,0,3.6706653714110256,749,3,0,2,0
1761729,1485397,10.069204379618347,0,0.8431472717994651,822,0,0,4,0
942452,1012854,9.094120718170183,0,1.0747008866234036,653,0,1,1,0
1037291,329922,13.108785810079183,1,0.3180611805173283,896,1,0,3,1
325657,750601,13.35825927910516,0,2.3048821305852476,399,0,0,2,0
1483743,1140805,8.321910331156046,0,0.768869676217512,857,3,1,1,0
881669,1185228,11.936180574737953,1,1.3443004120594009,855,0,0,3,0
1729247,964699,12.711228158518866,0,0.5578722993302865,577,3,0,2,0
1967670,299474,11.546506868659545,1,0.15219726885097604,790,2,1,1,0
1319043,962935,6.515950748000994,0,0.7300254805946432,554,0,1,4,0
1432310,310116,13.75883083517057,1,0.21651458134063156,680,3,1,2,0
1871370,921310,10.390945527360087,1,0.49231846187552436,841,2,1,2,0
309751,994994,7.824724263700037,1,3.212238217148613,563,3,1,1,0
1629626,570985,9.252281854376939,1,0.35037793947813795,628,2,0,2,0
1011774,69975,5.375710903989074,1,0.06916070189587793,414,1,1,3,0
1941093,207795,6.278668012224175,0,0.1070505122629364,575,0,0,2,0
661079,1307949,12.655467505158608,0,1.978506350980745,787,0,1,5,0
568452,979065,5.000116347553662,1,1.722335395072935,580,2,0,3,0
306081,1074939,9.165658284822921,1,3.5119429170709715,574,1,0,1,0
1183237,1295709,10.225101810855884,1,1.0950544988028603,627,3,1,3,0
1861909,924829,5.546344200009723,0,0.4967100970025925,510,1,0,5,0
758986,1393862,14.730781629723328,1,1.836479197244745,851,3,0,5,0
310078,1274613,7.261253312496719,1,4.110620553538142,325,3,1,2,0
222671,438076,8.041987196362808,1,1.9673688985094602,326,0,1,2,0
1666976,710008,8.039425122550274,1,0.4259257481811376,382,2,1,4,0
1604104,740493,7.304166621173499,0,0.4616240592879265,712,0,1,3,1
1859066,1018181,5.014738220863114,1,0.5476841596801835,466,0,0,4,0
251663,670347,12.293447940879965,1,2.6636692720026383,468,0,0,5,0
1264284,1062092,14.668454997992853,0,0.8400739074448462,528,3,0,2,0
511955,672605,7.242934832850451,1,1.3137971110742155,666,0,0,2,0
1382459,775495,11.630471918034225,1,0.5609533447284875,827,3,0,2,0
1566970,1395766,12.41896326958715,0,0.8907420052713199,837,2,0,1,0
312547,151459,13.484253790905248,0,0.4845959167741172,823,3,1,5,0
1110681,811985,9.226291970136092,0,0.7310694970022896,371,3,0,2,0
1807618,250422,8.029309056404292,1,0.13853701390448644,405,1,0,5,0
1999678,1200096,8.252951340230311,1,0.6001446232843488,581,0,0,2,0
342483,635560,12.126213330985127,0,1.8557417448457296,432,0,1,3,0
858271,797512,13.16779466505636,0,0.9292076744990801,833,0,1,5,0
414835,566123,6.816139677566026,0,1.36469439656731,568,0,1,4,0
601896,1428369,8.709410081577651,1,2.373115953586666,711,1,1,1,0
284896,376818,14.0194019674915,1,1.322651072672133,317,1,0,4,0
677095,1086548,13.066935196947393,0,1.6047201648217755,416,1,0,5,0
271295,194832,14.848584027624758,1,0.7181555133710537,443,1,0,2,0
943974,202999,12.542482596820808,0,0.215047236470496,850,0,1,5,1
1087121,398619,8.931952010279222,1,0.3666739948910931,721,3,0,1,0
1521831,111367,10.906378339946379,1,0.07317961061379352,668,2,0,5,1
1548224,803315,11.610142542473202,1,0.5188622576578066,857,1,0,2,0
1905738,455804,5.78455816317124,1,0.23917453500953437,349,3,1,4,0
1256731,958182,10.444969591038651,0,0.7624400130179012,405,1,1,3,0
1715448,807038,12.093208284726096,1,0.47045319939747515,515,0,1,4,0
1025816,1334382,6.673213040010603,1,1.300800533428997,724,0,0,2,0
574705,954586,12.806317174255572,0,1.6610017313230265,371,3,0,2,0
1820118,1143314,10.837727805141117,1,0.6281537790406996,745,3,0,1,0
1858845,607685,14.522217856975946,0,0.3269153694901942,485,3,0,5,0
754594,1442909,5.424222982068917,0,1.912166012451729,369,0,1,5,0
347718,1437087,7.65326137555467,1,4.132909426604317,449,0,0,4,0
1557563,1092377,11.01553879299824,1,0.7013372813812346,545,2,1,3,0
845263,252332,7.965599122059307,0,0.2985248378315388,837,3,0,3,0
1607321,432729,12.144241640712423,0,0.2692237580421086,398,2,1,1,0
1208239,1210029,12.59005282521931,0,1.0014814949691244,577,1,0,2,0
307512,1118392,6.025159640664745,1,3.6369052264627073,862,2,0,1,0
347443,1009744,10.138544642067677,0,2.9062148323609915,754,1,1,5,0
1719163,973780,10.088905555910559,0,0.5664268018797519,403,1,1,2,0
573616,819299,8.69280770215541,0,1.428305695796491,900,2,0,1,0
857409,1056080,14.32924862569672,1,1.231710887102888,532,3,0,4,0
886976,421000,13.275063198732212,0,0.47464643913702287,693,1,0,5,0
1614447,263567,11.972093819096369,1,0.1632552818395401,800,3,1,3,1
575037,645923,12.143266357349976,1,1.1232720677104255,550,0,0,1,0
1244107,266184,9.617161438131191,0,0.2139558735703601,820,1,1,5,1
1007364,348090,14.209945210965758,1,0.3455454036475395,378,0,0,5,0
317796,367348,11.945954272532854,0,1.1559239260406047,351,2,0,3,0
1540575,1281534,12.289810616558164,1,0.8318543401002872,525,3,0,3,0
1441082,1039156,13.616909037873452,1,0.7210942888746095,350,2,0,3,0
1190198,1376283,7.7407158934219105,0,1.1563479353855408,485,1,1,1,0
898376,142324,13.07070903866703,0,0.15842364444286133,333,0,1,3,0
469544,273536,6.95240602956492,0,0.5825566933024381,430,1,0,4,0
580002,1370567,8.453419522448879,1,2.3630384033158505,742,2,0,5,0
898002,76155,8.356104542698427,1,0.08480493361930151,731,3,0,3,1
1788015,391815,14.785254683891406,0,0.21913406766721755,796,3,1,5,1
790978,510494,13.565372237479268,0,0.6453959528583602,702,1,0,2,0
1777363,199381,12.011698615902597,1,0.11217798502613141,622,1,1,2,0
1779159,1230267,12.270567616153901,1,0.6914879445850539,509,0,1,3,0
1107317,493324,10.62072794402571,1,0.44551289287530127,628,2,1,5,0
588215,84707,14.47090667108519,0,0.1440068682369542,671,1,1,2,0
521184,987841,9.962587528823615,1,1.8953785994965309,759,0,0,3,0
1671091,796788,8.805177098698945,0,0.4768070679574003,432,1,0,5,0
868234,403299,6.63035336931591,1,0.4645049606442503,420,3,1,3,0
578480,1257068,12.86205652261058,1,2.1730535195685245,751,0,0,5,0
232711,220102,12.344439320755914,0,0.9458169145420715,428,0,0,2,0
991971,444274,8.843550385241349,0,0.44786994781097433,390,1,0,3,0
701157,267285,5.251934139592294,0,0.38120563582763917,874,2,1,2,0
384423,1436980,13.389973277180108,1,3.738017756481792,328,3,0,3,0
716349,1258052,5.114179834540736,1,1.7561998411388862,823,2,0,1,0
1952290,808842,12.03699779629051,1,0.4143042273432738,632,0,0,2,0
1112495,1072788,14.70257109726057,0,0.9643081541939514,596,2,0,2,0
1906493,1259504,9.376613281482035,1,0.6606391945839822,429,0,0,4,0
1024792,900610,7.349734049959528,0,0.8788222390494852,592,2,0,2,0
1985954,346141,12.048710100433818,0,0.17429457077052138,472,1,0,5,0
333272,993115,13.171281420155852,0,2.9798933003672676,323,2,0,3,0
967836,1347076,10.464303160778474,1,1.3918432461698056,398,0,0,1,0
1186001,1230887,14.670352752561461,1,1.0378465110906314,705,3,0,5,0
902335,295546,5.516687216579611,0,0.32753467392930563,655,3,1,5,1
1007789,1295309,10.04795598304528,1,1.2852978153164998,438,3,0,5,0
1891985,701233,12.1845394732255,0,0.3706334881090495,802,0,1,5,1
1326081,1091592,13.626404711491789,0,0.8231714352290698,473,2,0,1,0
202869,196470,6.792556119077901,1,0.968457477485471,328,3,1,4,0
981474,694318,13.000034817636815,0,0.7074237320601463,795,3,1,2,0
654351,1417223,10.527070757185452,0,2.165845242079557,650,3,0,5,0
1560828,1105146,8.965536819899633,1,0.7080511113332154,853,1,1,2,0
836584,380929,6.317150285790936,0,0.4553386151301005,598,0,1,2,0
818467,129141,13.652957589089125,0,0.15778400350899915,491,0,1,5,0
1338848,62115,6.572732081797153,0,0.046394362914983625,363,0,0,4,0
238467,1137638,8.097878592090993,0,4.770630737166988,514,0,1,2,0
1236685,859343,7.900455319624369,0,0.6948762215115409,465,0,1,3,0
1077844,1393276,13.714140341908543,0,1.292650884543589,842,1,0,2,0
680047,440479,11.72702994208898,0,0.6477184665177554,531,2,1,5,0
1907923,880185,12.966813971913723,1,0.46133151075803375,840,1,1,1,0
1307447,447686,7.50467898792499,1,0.34241235017557115,494,3,1,2,0
1139903,1220439,11.248740996069989,0,1.0706516256207765,805,1,0,4,0
328391,846657,10.717459831437488,0,2.5781979408692686,633,0,1,3,0
639430,697296,13.32830376788271,1,1.0904962231987865,603,1,0,3,0
